Data,Matricula,Setor,Violacao_Minutos,Atestado,Dia_Semana
2026-01-22,MAT0070,Logística,0,0,Thursday
2026-01-22,MAT0071,Expedição,0,0,Thursday
2026-01-22,MAT0072,Logística,0,0,Thursday
2026-01-22,MAT0073,Operacional,0,1,Thursday
2026-01-22,MAT0074,Operacional,0,0,Thursday
2026-01-22,MAT0075,Expedição,0,0,Thursday
2026-01-22,MAT0076,Expedição,0,0,Thursday
2026-01-22,MAT0077,Operacional,0,0,Thursday
2026-01-22,MAT0078,Logística,0,0,Thursday
2026-01-22,MAT0079,Operacional,143,1,Thursday
2026-01-22,MAT0080,Transporte,138,1,Thursday
2026-01-22,MAT0081,Operacional,0,0,Thursday
2026-01-22,MAT0082,Transporte,159,0,Thursday
2026-01-22,MAT0083,Expedição,0,0,Thursday
2026-01-22,MAT0084,Logística,128,1,Thursday
2026-01-22,MAT0085,Transporte,0,0,Thursday
2026-01-22,MAT0086,Logística,0,0,Thursday
2026-01-22,MAT0087,Transporte,0,0,Thursday
2026-01-22,MAT0088,Expedição,139,1,Thursday
2026-01-22,MAT0089,Expedição,0,0,Thursday
2026-01-22,MAT0090,Operacional,0,0,Thursday
2026-01-22,MAT0091,Expedição,0,0,Thursday
2026-01-22,MAT0092,Operacional,178,1,Thursday
2026-01-22,MAT0093,Logística,0,1,Thursday
2026-01-22,MAT0094,Operacional,0,0,Thursday
2026-01-22,MAT0095,Transporte,0,0,Thursday
2026-01-22,MAT0096,Logística,0,0,Thursday
2026-01-22,MAT0097,Transporte,141,1,Thursday
2026-01-22,MAT0098,Expedição,0,0,Thursday
2026-01-22,MAT0099,Transporte,0,0,Thursday
2026-01-22,MAT0100,Transporte,131,0,Thursday
2026-01-22,MAT0101,Expedição,0,0,Thursday
2026-01-22,MAT0102,Operacional,0,0,Thursday
2026-01-22,MAT0103,Operacional,0,0,Thursday
2026-01-22,MAT0104,Operacional,0,0,Thursday
2026-01-22,MAT0105,Logística,0,0,Thursday
2026-01-22,MAT0106,Expedição,0,0,Thursday
2026-01-22,MAT0107,Operacional,0,0,Thursday
2026-01-22,MAT0108,Transporte,0,0,Thursday
2026-01-22,MAT0109,Transporte,0,0,Thursday
2026-01-22,MAT0110,Expedição,0,0,Thursday
2026-01-22,MAT0111,Expedição,0,0,Thursday
2026-01-22,MAT0112,Operacional,0,1,Thursday
2026-01-22,MAT0113,Operacional,0,0,Thursday
2026-01-22,MAT0114,Transporte,161,1,Thursday
2026-01-22,MAT0115,Operacional,123,0,Thursday
2026-01-22,MAT0116,Expedição,0,0,Thursday
2026-01-22,MAT0117,Logística,0,0,Thursday
2026-01-22,MAT0118,Logística,0,0,Thursday
2026-01-22,MAT0119,Transporte,108,0,Thursday
2026-01-22,MAT0120,Logística,0,1,Thursday
2026-01-22,MAT0121,Transporte,0,0,Thursday
2026-01-22,MAT0122,Expedição,142,0,Thursday
2026-01-22,MAT0123,Operacional,0,0,Thursday
2026-01-22,MAT0124,Operacional,0,0,Thursday
2026-01-22,MAT0125,Logística,0,0,Thursday
2026-01-22,MAT0126,Operacional,0,0,Thursday
2026-01-22,MAT0127,Expedição,0,0,Thursday
2026-01-22,MAT0128,Transporte,0,0,Thursday
2026-01-22,MAT0129,Expedição,0,0,Thursday
2026-01-22,MAT0130,Transporte,0,0,Thursday
2026-01-22,MAT0131,Operacional,0,0,Thursday
2026-01-22,MAT0132,Operacional,0,0,Thursday
2026-01-22,MAT0133,Expedição,0,0,Thursday
2026-01-22,MAT0134,Logística,0,0,Thursday
2026-01-22,MAT0135,Logística,0,0,Thursday
2026-01-22,MAT0136,Logística,108,0,Thursday
2026-01-22,MAT0137,Logística,116,0,Thursday
2026-01-22,MAT0138,Logística,0,0,Thursday
2026-01-22,MAT0139,Logística,0,0,Thursday
2026-01-22,MAT0140,Transporte,116,0,Thursday
2026-01-22,MAT0141,Logística,0,0,Thursday
2026-01-22,MAT0142,Transporte,0,0,Thursday
2026-01-22,MAT0143,Logística,0,0,Thursday
2026-01-22,MAT0144,Transporte,0,0,Thursday
2026-01-22,MAT0145,Expedição,154,1,Thursday
2026-01-22,MAT0146,Operacional,0,0,Thursday
2026-01-22,MAT0147,Logística,99,0,Thursday
2026-01-22,MAT0148,Transporte,0,0,Thursday
2026-01-22,MAT0149,Operacional,0,0,Thursday
2026-01-22,MAT0150,Operacional,0,0,Thursday
2026-01-23,MAT0001,Logística,0,0,Friday
2026-01-23,MAT0002,Operacional,180,1,Friday
2026-01-23,MAT0003,Operacional,96,0,Friday
2026-01-23,MAT0004,Logística,105,0,Friday
2026-01-23,MAT0005,Transporte,0,0,Friday
2026-01-23,MAT0006,Transporte,0,0,Friday
2026-01-23,MAT0007,Logística,0,0,Friday
2026-01-23,MAT0008,Operacional,102,0,Friday
2026-01-23,MAT0009,Transporte,0,0,Friday
2026-01-23,MAT0010,Transporte,0,0,Friday
2026-01-23,MAT0011,Operacional,0,0,Friday
2026-01-23,MAT0012,Transporte,0,0,Friday
2026-01-23,MAT0013,Expedição,0,0,Friday
2026-01-23,MAT0014,Logística,0,0,Friday
2026-01-23,MAT0015,Expedição,0,0,Friday
2026-01-23,MAT0016,Operacional,0,0,Friday
2026-01-23,MAT0017,Operacional,0,0,Friday
2026-01-23,MAT0018,Operacional,0,0,Friday
2026-01-23,MAT0019,Expedição,0,0,Friday
2026-01-23,MAT0020,Operacional,0,0,Friday
2026-01-23,MAT0021,Operacional,0,0,Friday
2026-01-23,MAT0022,Logística,165,1,Friday
2026-01-23,MAT0023,Logística,0,0,Friday
2026-01-23,MAT0024,Transporte,0,0,Friday
2026-01-23,MAT0025,Transporte,0,0,Friday
2026-01-23,MAT0026,Operacional,0,0,Friday
2026-01-23,MAT0027,Operacional,0,1,Friday
2026-01-23,MAT0028,Logística,0,0,Friday
2026-01-23,MAT0029,Expedição,0,0,Friday
2026-01-23,MAT0030,Operacional,0,0,Friday
2026-01-23,MAT0031,Expedição,0,0,Friday
2026-01-23,MAT0032,Operacional,0,0,Friday
2026-01-23,MAT0033,Operacional,0,0,Friday
2026-01-23,MAT0034,Transporte,155,0,Friday
2026-01-23,MAT0035,Transporte,0,0,Friday
2026-01-23,MAT0036,Operacional,0,0,Friday
2026-01-23,MAT0037,Operacional,183,1,Friday
2026-01-23,MAT0038,Transporte,0,0,Friday
2026-01-23,MAT0039,Logística,0,0,Friday
2026-01-23,MAT0040,Operacional,0,0,Friday
2026-01-23,MAT0041,Expedição,0,0,Friday
2026-01-23,MAT0042,Operacional,158,1,Friday
2026-01-23,MAT0043,Expedição,0,0,Friday
2026-01-23,MAT0044,Expedição,0,0,Friday
2026-01-23,MAT0045,Operacional,0,0,Friday
2026-01-23,MAT0046,Expedição,0,0,Friday
2026-01-23,MAT0047,Logística,0,0,Friday
2026-01-23,MAT0048,Logística,0,0,Friday
2026-01-23,MAT0049,Expedição,0,0,Friday
2026-01-23,MAT0050,Transporte,0,0,Friday
2026-01-23,MAT0051,Logística,0,0,Friday
2026-01-23,MAT0052,Transporte,0,0,Friday
2026-01-23,MAT0053,Operacional,144,1,Friday
2026-01-23,MAT0054,Transporte,0,0,Friday
2026-01-23,MAT0055,Expedição,0,0,Friday
2026-01-23,MAT0056,Transporte,0,0,Friday
2026-01-23,MAT0057,Transporte,121,1,Friday
2026-01-23,MAT0058,Logística,0,0,Friday
2026-01-23,MAT0059,Logística,0,0,Friday
2026-01-23,MAT0060,Transporte,0,0,Friday
2026-01-23,MAT0061,Expedição,0,0,Friday
2026-01-23,MAT0062,Transporte,0,0,Friday
2026-01-23,MAT0063,Expedição,183,1,Friday
2026-01-23,MAT0064,Expedição,0,0,Friday
2026-01-23,MAT0065,Logística,0,0,Friday
2026-01-23,MAT0066,Logística,0,0,Friday
2026-01-23,MAT0067,Operacional,107,0,Friday
2026-01-23,MAT0068,Operacional,154,1,Friday
2026-01-23,MAT0069,Expedição,0,0,Friday
2026-01-23,MAT0070,Logística,121,1,Friday
2026-01-23,MAT0071,Expedição,0,0,Friday
2026-01-23,MAT0072,Logística,177,1,Friday
2026-01-23,MAT0073,Operacional,0,0,Friday
2026-01-23,MAT0074,Operacional,138,1,Friday
2026-01-23,MAT0075,Expedição,0,0,Friday
2026-01-23,MAT0076,Expedição,0,0,Friday
2026-01-23,MAT0077,Operacional,0,0,Friday
2026-01-23,MAT0078,Logística,0,0,Friday
2026-01-23,MAT0079,Operacional,133,1,Friday
2026-01-23,MAT0080,Transporte,138,0,Friday
2026-01-23,MAT0081,Operacional,131,1,Friday
2026-01-23,MAT0082,Transporte,166,1,Friday
2026-01-23,MAT0083,Expedição,0,0,Friday
2026-01-23,MAT0084,Logística,160,0,Friday
2026-01-23,MAT0085,Transporte,0,0,Friday
2026-01-23,MAT0086,Logística,0,0,Friday
2026-01-23,MAT0087,Transporte,0,0,Friday
2026-01-23,MAT0088,Expedição,0,0,Friday
2026-01-23,MAT0089,Expedição,0,0,Friday
2026-01-23,MAT0090,Operacional,0,0,Friday
2026-01-23,MAT0091,Expedição,0,0,Friday
2026-01-23,MAT0092,Operacional,0,0,Friday
2026-01-23,MAT0093,Logística,0,0,Friday
2026-01-23,MAT0094,Operacional,0,0,Friday
2026-01-23,MAT0095,Transporte,0,0,Friday
2026-01-23,MAT0096,Logística,0,0,Friday
2026-01-23,MAT0097,Transporte,0,0,Friday
2026-01-23,MAT0098,Expedição,142,0,Friday
2026-01-23,MAT0099,Transporte,0,0,Friday
2026-01-23,MAT0100,Transporte,161,1,Friday
2026-01-23,MAT0101,Expedição,0,0,Friday
2026-01-23,MAT0102,Operacional,0,0,Friday
2026-01-23,MAT0103,Operacional,117,0,Friday
2026-01-23,MAT0104,Operacional,0,0,Friday
2026-01-23,MAT0105,Logística,0,0,Friday
2026-01-23,MAT0106,Expedição,0,0,Friday
2026-01-23,MAT0107,Operacional,0,0,Friday
2026-01-23,MAT0108,Transporte,0,0,Friday
2026-01-23,MAT0109,Transporte,102,0,Friday
2026-01-23,MAT0110,Expedição,0,0,Friday
2026-01-23,MAT0111,Expedição,0,0,Friday
2026-01-23,MAT0112,Operacional,0,0,Friday
2026-01-23,MAT0113,Operacional,0,0,Friday
2026-01-23,MAT0114,Transporte,148,1,Friday
2026-01-23,MAT0115,Operacional,112,0,Friday
2026-01-23,MAT0116,Expedição,0,0,Friday
2026-01-23,MAT0117,Logística,0,0,Friday
2026-01-23,MAT0118,Logística,0,0,Friday
2026-01-23,MAT0119,Transporte,0,0,Friday
2026-01-23,MAT0120,Logística,0,0,Friday
2026-01-23,MAT0121,Transporte,0,0,Friday
2026-01-23,MAT0122,Expedição,0,0,Friday
2026-01-23,MAT0123,Operacional,182,1,Friday
2026-01-23,MAT0124,Operacional,0,0,Friday
2026-01-23,MAT0125,Logística,0,0,Friday
2026-01-23,MAT0126,Operacional,0,0,Friday
2026-01-23,MAT0127,Expedição,92,0,Friday
2026-01-23,MAT0128,Transporte,0,0,Friday
2026-01-23,MAT0129,Expedição,0,0,Friday
2026-01-23,MAT0130,Transporte,0,0,Friday
2026-01-23,MAT0131,Operacional,0,0,Friday
2026-01-23,MAT0132,Operacional,0,1,Friday
2026-01-23,MAT0133,Expedição,0,0,Friday
2026-01-23,MAT0134,Logística,0,0,Friday
2026-01-23,MAT0135,Logística,0,0,Friday
2026-01-23,MAT0136,Logística,101,1,Friday
2026-01-23,MAT0137,Logística,104,0,Friday
2026-01-23,MAT0138,Logística,0,0,Friday
2026-01-23,MAT0139,Logística,177,0,Friday
2026-01-23,MAT0140,Transporte,163,0,Friday
2026-01-23,MAT0141,Logística,0,0,Friday
2026-01-23,MAT0142,Transporte,0,0,Friday
2026-01-23,MAT0143,Logística,0,0,Friday
2026-01-23,MAT0144,Transporte,0,0,Friday
2026-01-23,MAT0145,Expedição,155,0,Friday
2026-01-23,MAT0146,Operacional,0,0,Friday
2026-01-23,MAT0147,Logística,100,0,Friday
2026-01-23,MAT0148,Transporte,120,0,Friday
2026-01-23,MAT0149,Operacional,0,0,Friday
2026-01-23,MAT0150,Operacional,94,0,Friday
2026-01-24,MAT0001,Logística,0,0,Saturday
2026-01-24,MAT0002,Operacional,0,0,Saturday
2026-01-24,MAT0003,Operacional,0,0,Saturday
2026-01-24,MAT0004,Logística,110,1,Saturday
2026-01-24,MAT0005,Transporte,0,0,Saturday
2026-01-24,MAT0006,Transporte,0,0,Saturday
2026-01-24,MAT0007,Logística,0,0,Saturday
2026-01-24,MAT0008,Operacional,177,0,Saturday
2026-01-24,MAT0009,Transporte,140,1,Saturday
2026-01-24,MAT0010,Transporte,0,0,Saturday
2026-01-24,MAT0011,Operacional,0,1,Saturday
2026-01-24,MAT0012,Transporte,0,0,Saturday
2026-01-24,MAT0013,Expedição,0,0,Saturday
2026-01-24,MAT0014,Logística,0,0,Saturday
2026-01-24,MAT0015,Expedição,0,0,Saturday
2026-01-24,MAT0016,Operacional,0,0,Saturday
2026-01-24,MAT0017,Operacional,0,0,Saturday
2026-01-24,MAT0018,Operacional,0,0,Saturday
2026-01-24,MAT0019,Expedição,0,0,Saturday
2026-01-24,MAT0020,Operacional,92,0,Saturday
2026-01-24,MAT0021,Operacional,0,0,Saturday
2026-01-24,MAT0022,Logística,106,0,Saturday
2026-01-24,MAT0023,Logística,0,0,Saturday
2026-01-24,MAT0024,Transporte,0,1,Saturday
2026-01-24,MAT0025,Transporte,0,0,Saturday
2026-01-24,MAT0026,Operacional,184,1,Saturday
2026-01-24,MAT0027,Operacional,0,0,Saturday
2026-01-24,MAT0028,Logística,0,0,Saturday
2026-01-24,MAT0029,Expedição,0,0,Saturday
2026-01-24,MAT0030,Operacional,0,0,Saturday
2026-01-24,MAT0031,Expedição,169,1,Saturday
2026-01-24,MAT0032,Operacional,0,0,Saturday
2026-01-24,MAT0033,Operacional,0,0,Saturday
2026-01-24,MAT0034,Transporte,0,0,Saturday
2026-01-24,MAT0035,Transporte,0,0,Saturday
2026-01-24,MAT0036,Operacional,176,0,Saturday
2026-01-24,MAT0037,Operacional,0,0,Saturday
2026-01-24,MAT0038,Transporte,139,1,Saturday
2026-01-24,MAT0039,Logística,0,0,Saturday
2026-01-24,MAT0040,Operacional,0,0,Saturday
2026-01-24,MAT0041,Expedição,0,0,Saturday
2026-01-24,MAT0042,Operacional,0,0,Saturday
2026-01-24,MAT0043,Expedição,0,0,Saturday
2026-01-24,MAT0044,Expedição,144,1,Saturday
2026-01-24,MAT0045,Operacional,0,0,Saturday
2026-01-24,MAT0046,Expedição,0,0,Saturday
2026-01-24,MAT0047,Logística,0,0,Saturday
2026-01-24,MAT0048,Logística,0,0,Saturday
2026-01-24,MAT0049,Expedição,0,0,Saturday
2026-01-24,MAT0050,Transporte,0,0,Saturday
2026-01-24,MAT0051,Logística,0,0,Saturday
2026-01-24,MAT0052,Transporte,0,0,Saturday
2026-01-24,MAT0053,Operacional,115,0,Saturday
2026-01-24,MAT0054,Transporte,0,0,Saturday
2026-01-24,MAT0055,Expedição,0,0,Saturday
2026-01-24,MAT0056,Transporte,0,0,Saturday
2026-01-24,MAT0057,Transporte,98,0,Saturday
2026-01-24,MAT0058,Logística,0,0,Saturday
2026-01-24,MAT0059,Logística,0,0,Saturday
2026-01-24,MAT0060,Transporte,0,0,Saturday
2026-01-24,MAT0061,Expedição,0,0,Saturday
2026-01-24,MAT0062,Transporte,0,0,Saturday
2026-01-24,MAT0063,Expedição,135,1,Saturday
2026-01-24,MAT0064,Expedição,0,0,Saturday
2026-01-24,MAT0065,Logística,0,0,Saturday
2026-01-24,MAT0066,Logística,0,1,Saturday
2026-01-24,MAT0067,Operacional,114,1,Saturday
2026-01-24,MAT0068,Operacional,0,0,Saturday
2026-01-24,MAT0069,Expedição,0,0,Saturday
2026-01-24,MAT0070,Logística,0,0,Saturday
2026-01-24,MAT0071,Expedição,0,0,Saturday
2026-01-24,MAT0072,Logística,0,0,Saturday
2026-01-24,MAT0073,Operacional,0,0,Saturday
2026-01-24,MAT0074,Operacional,159,1,Saturday
2026-01-24,MAT0075,Expedição,0,0,Saturday
2026-01-24,MAT0076,Expedição,0,0,Saturday
2026-01-24,MAT0077,Operacional,0,0,Saturday
2026-01-24,MAT0078,Logística,0,0,Saturday
2026-01-24,MAT0079,Operacional,154,1,Saturday
2026-01-24,MAT0080,Transporte,136,1,Saturday
2026-01-24,MAT0081,Operacional,0,0,Saturday
2026-01-24,MAT0082,Transporte,0,0,Saturday
2026-01-24,MAT0083,Expedição,0,0,Saturday
2026-01-24,MAT0084,Logística,126,1,Saturday
2026-01-24,MAT0085,Transporte,0,0,Saturday
2026-01-24,MAT0086,Logística,0,0,Saturday
2026-01-24,MAT0087,Transporte,0,0,Saturday
2026-01-24,MAT0088,Expedição,107,0,Saturday
2026-01-24,MAT0089,Expedição,0,1,Saturday
2026-01-24,MAT0090,Operacional,0,1,Saturday
2026-01-24,MAT0091,Expedição,97,0,Saturday
2026-01-24,MAT0092,Operacional,99,0,Saturday
2026-01-24,MAT0093,Logística,0,0,Saturday
2026-01-24,MAT0094,Operacional,0,0,Saturday
2026-01-24,MAT0095,Transporte,0,0,Saturday
2026-01-24,MAT0096,Logística,0,0,Saturday
2026-01-24,MAT0097,Transporte,0,0,Saturday
2026-01-24,MAT0098,Expedição,135,1,Saturday
2026-01-24,MAT0099,Transporte,0,0,Saturday
2026-01-24,MAT0100,Transporte,156,1,Saturday
2026-01-24,MAT0101,Expedição,0,0,Saturday
2026-01-24,MAT0102,Operacional,0,0,Saturday
2026-01-24,MAT0103,Operacional,109,0,Saturday
2026-01-24,MAT0104,Operacional,0,0,Saturday
2026-01-24,MAT0105,Logística,0,0,Saturday
2026-01-24,MAT0106,Expedição,0,0,Saturday
2026-01-24,MAT0107,Operacional,0,0,Saturday
2026-01-24,MAT0108,Transporte,0,0,Saturday
2026-01-24,MAT0109,Transporte,177,1,Saturday
2026-01-24,MAT0110,Expedição,0,0,Saturday
2026-01-24,MAT0111,Expedição,0,0,Saturday
2026-01-24,MAT0112,Operacional,0,1,Saturday
2026-01-24,MAT0113,Operacional,0,0,Saturday
2026-01-24,MAT0114,Transporte,0,0,Saturday
2026-01-24,MAT0115,Operacional,0,0,Saturday
2026-01-24,MAT0116,Expedição,0,0,Saturday
2026-01-24,MAT0117,Logística,0,0,Saturday
2026-01-24,MAT0118,Logística,0,0,Saturday
2026-01-24,MAT0119,Transporte,0,0,Saturday
2026-01-24,MAT0120,Logística,0,0,Saturday
2026-01-24,MAT0121,Transporte,0,0,Saturday
2026-01-24,MAT0122,Expedição,0,0,Saturday
2026-01-24,MAT0123,Operacional,101,0,Saturday
2026-01-24,MAT0124,Operacional,0,0,Saturday
2026-01-24,MAT0125,Logística,0,0,Saturday
2026-01-24,MAT0126,Operacional,0,0,Saturday
2026-01-24,MAT0127,Expedição,0,0,Saturday
2026-01-24,MAT0128,Transporte,112,0,Saturday
2026-01-24,MAT0129,Expedição,0,0,Saturday
2026-01-24,MAT0130,Transporte,158,0,Saturday
2026-01-24,MAT0131,Operacional,156,1,Saturday
2026-01-24,MAT0132,Operacional,0,0,Saturday
2026-01-24,MAT0133,Expedição,0,0,Saturday
2026-01-24,MAT0134,Logística,0,0,Saturday
2026-01-24,MAT0135,Logística,0,0,Saturday
2026-01-24,MAT0136,Logística,139,1,Saturday
2026-01-24,MAT0137,Logística,99,1,Saturday
2026-01-24,MAT0138,Logística,165,1,Saturday
2026-01-24,MAT0139,Logística,0,0,Saturday
2026-01-24,MAT0140,Transporte,0,0,Saturday
2026-01-24,MAT0141,Logística,0,0,Saturday
2026-01-24,MAT0142,Transporte,0,0,Saturday
2026-01-24,MAT0143,Logística,0,0,Saturday
2026-01-24,MAT0144,Transporte,0,0,Saturday
2026-01-24,MAT0145,Expedição,148,1,Saturday
2026-01-24,MAT0146,Operacional,0,0,Saturday
2026-01-24,MAT0147,Logística,0,0,Saturday
2026-01-24,MAT0148,Transporte,143,1,Saturday
2026-01-24,MAT0149,Operacional,94,0,Saturday
2026-01-24,MAT0150,Operacional,0,0,Saturday
2026-01-25,MAT0001,Logística,93,0,Sunday
2026-01-25,MAT0002,Operacional,0,0,Sunday
2026-01-25,MAT0003,Operacional,0,0,Sunday
2026-01-25,MAT0004,Logística,124,1,Sunday
2026-01-25,MAT0005,Transporte,0,0,Sunday
2026-01-25,MAT0006,Transporte,0,0,Sunday
2026-01-25,MAT0007,Logística,0,0,Sunday
2026-01-25,MAT0008,Operacional,138,1,Sunday
2026-01-25,MAT0009,Transporte,0,0,Sunday
2026-01-25,MAT0010,Transporte,0,0,Sunday
2026-01-25,MAT0011,Operacional,0,0,Sunday
2026-01-25,MAT0012,Transporte,170,0,Sunday
2026-01-25,MAT0013,Expedição,95,0,Sunday
2026-01-25,MAT0014,Logística,0,0,Sunday
2026-01-25,MAT0015,Expedição,0,0,Sunday
2026-01-25,MAT0016,Operacional,0,0,Sunday
2026-01-25,MAT0017,Operacional,0,0,Sunday
2026-01-25,MAT0018,Operacional,0,0,Sunday
2026-01-25,MAT0019,Expedição,0,1,Sunday
2026-01-25,MAT0020,Operacional,0,0,Sunday
2026-01-25,MAT0021,Operacional,0,0,Sunday
2026-01-25,MAT0022,Logística,0,0,Sunday
2026-01-25,MAT0023,Logística,0,0,Sunday
2026-01-25,MAT0024,Transporte,0,0,Sunday
2026-01-25,MAT0025,Transporte,0,0,Sunday
2026-01-25,MAT0026,Operacional,0,0,Sunday
2026-01-25,MAT0027,Operacional,0,0,Sunday
2026-01-25,MAT0028,Logística,120,0,Sunday
2026-01-25,MAT0029,Expedição,0,0,Sunday
2026-01-25,MAT0030,Operacional,0,0,Sunday
2026-01-25,MAT0031,Expedição,0,0,Sunday
2026-01-25,MAT0032,Operacional,157,1,Sunday
2026-01-25,MAT0033,Operacional,0,0,Sunday
2026-01-25,MAT0034,Transporte,0,0,Sunday
2026-01-25,MAT0035,Transporte,0,1,Sunday
2026-01-25,MAT0036,Operacional,118,0,Sunday
2026-01-25,MAT0037,Operacional,0,0,Sunday
2026-01-25,MAT0038,Transporte,92,1,Sunday
2026-01-25,MAT0039,Logística,0,0,Sunday
2026-01-25,MAT0040,Operacional,0,0,Sunday
2026-01-25,MAT0041,Expedição,0,0,Sunday
2026-01-25,MAT0042,Operacional,0,0,Sunday
2026-01-25,MAT0043,Expedição,0,0,Sunday
2026-01-25,MAT0044,Expedição,152,0,Sunday
2026-01-25,MAT0045,Operacional,0,0,Sunday
2026-01-25,MAT0046,Expedição,0,0,Sunday
2026-01-25,MAT0047,Logística,0,0,Sunday
2026-01-25,MAT0048,Logística,0,0,Sunday
2026-01-25,MAT0049,Expedição,179,1,Sunday
2026-01-25,MAT0050,Transporte,0,0,Sunday
2026-01-25,MAT0051,Logística,0,0,Sunday
2026-01-25,MAT0052,Transporte,124,1,Sunday
2026-01-25,MAT0053,Operacional,0,0,Sunday
2026-01-25,MAT0054,Transporte,0,0,Sunday
2026-01-25,MAT0055,Expedição,0,0,Sunday
2026-01-25,MAT0056,Transporte,0,0,Sunday
2026-01-25,MAT0057,Transporte,0,0,Sunday
2026-01-25,MAT0058,Logística,0,0,Sunday
2026-01-25,MAT0059,Logística,0,0,Sunday
2026-01-25,MAT0060,Transporte,0,0,Sunday
2026-01-25,MAT0061,Expedição,0,0,Sunday
2026-01-25,MAT0062,Transporte,0,0,Sunday
2026-01-25,MAT0063,Expedição,0,0,Sunday
2026-01-25,MAT0064,Expedição,0,0,Sunday
2026-01-25,MAT0065,Logística,0,0,Sunday
2026-01-25,MAT0066,Logística,0,0,Sunday
2026-01-25,MAT0067,Operacional,0,0,Sunday
2026-01-25,MAT0068,Operacional,0,0,Sunday
2026-01-25,MAT0069,Expedição,0,1,Sunday
2026-01-25,MAT0070,Logística,0,0,Sunday
2026-01-25,MAT0071,Expedição,165,1,Sunday
2026-01-25,MAT0072,Logística,0,0,Sunday
2026-01-25,MAT0073,Operacional,0,0,Sunday
2026-01-25,MAT0074,Operacional,108,1,Sunday
2026-01-25,MAT0075,Expedição,0,0,Sunday
2026-01-25,MAT0076,Expedição,0,0,Sunday
2026-01-25,MAT0077,Operacional,0,0,Sunday
2026-01-25,MAT0078,Logística,0,0,Sunday
2026-01-25,MAT0079,Operacional,0,1,Sunday
2026-01-25,MAT0080,Transporte,132,1,Sunday
2026-01-25,MAT0081,Operacional,0,0,Sunday
2026-01-25,MAT0082,Transporte,0,0,Sunday
2026-01-25,MAT0083,Expedição,0,0,Sunday
2026-01-25,MAT0084,Logística,151,1,Sunday
2026-01-25,MAT0085,Transporte,0,0,Sunday
2026-01-25,MAT0086,Logística,0,0,Sunday
2026-01-25,MAT0087,Transporte,0,0,Sunday
2026-01-25,MAT0088,Expedição,0,0,Sunday
2026-01-25,MAT0089,Expedição,0,0,Sunday
2026-01-25,MAT0090,Operacional,0,0,Sunday
2026-01-25,MAT0091,Expedição,0,0,Sunday
2026-01-25,MAT0092,Operacional,0,0,Sunday
2026-01-25,MAT0093,Logística,0,0,Sunday
2026-01-25,MAT0094,Operacional,0,0,Sunday
2026-01-25,MAT0095,Transporte,0,0,Sunday
2026-01-25,MAT0096,Logística,116,0,Sunday
2026-01-25,MAT0097,Transporte,0,0,Sunday
2026-01-25,MAT0098,Expedição,127,1,Sunday
2026-01-25,MAT0099,Transporte,0,0,Sunday
2026-01-25,MAT0100,Transporte,0,0,Sunday
2026-01-25,MAT0101,Expedição,0,0,Sunday
2026-01-25,MAT0102,Operacional,0,0,Sunday
2026-01-25,MAT0103,Operacional,0,0,Sunday
2026-01-25,MAT0104,Operacional,0,0,Sunday
2026-01-25,MAT0105,Logística,0,0,Sunday
2026-01-25,MAT0106,Expedição,0,0,Sunday
2026-01-25,MAT0107,Operacional,0,0,Sunday
2026-01-25,MAT0108,Transporte,124,1,Sunday
2026-01-25,MAT0109,Transporte,109,0,Sunday
2026-01-25,MAT0110,Expedição,0,0,Sunday
2026-01-25,MAT0111,Expedição,101,0,Sunday
2026-01-25,MAT0112,Operacional,0,0,Sunday
2026-01-25,MAT0113,Operacional,0,0,Sunday
2026-01-25,MAT0114,Transporte,0,0,Sunday
2026-01-25,MAT0115,Operacional,0,0,Sunday
2026-01-25,MAT0116,Expedição,0,0,Sunday
2026-01-25,MAT0117,Logística,158,1,Sunday
2026-01-25,MAT0118,Logística,0,0,Sunday
2026-01-25,MAT0119,Transporte,0,0,Sunday
2026-01-25,MAT0120,Logística,0,1,Sunday
2026-01-25,MAT0121,Transporte,0,0,Sunday
2026-01-25,MAT0122,Expedição,0,0,Sunday
2026-01-25,MAT0123,Operacional,91,1,Sunday
2026-01-25,MAT0124,Operacional,178,1,Sunday
2026-01-25,MAT0125,Logística,137,1,Sunday
2026-01-25,MAT0126,Operacional,0,0,Sunday
2026-01-25,MAT0127,Expedição,0,0,Sunday
2026-01-25,MAT0128,Transporte,0,0,Sunday
2026-01-25,MAT0129,Expedição,0,0,Sunday
2026-01-25,MAT0130,Transporte,113,0,Sunday
2026-01-25,MAT0131,Operacional,0,0,Sunday
2026-01-25,MAT0132,Operacional,0,0,Sunday
2026-01-25,MAT0133,Expedição,0,0,Sunday
2026-01-25,MAT0134,Logística,179,1,Sunday
2026-01-25,MAT0135,Logística,0,0,Sunday
2026-01-25,MAT0136,Logística,94,1,Sunday
2026-01-25,MAT0137,Logística,112,1,Sunday
2026-01-25,MAT0138,Logística,129,1,Sunday
2026-01-25,MAT0139,Logística,0,0,Sunday
2026-01-25,MAT0140,Transporte,152,1,Sunday
2026-01-25,MAT0141,Logística,0,0,Sunday
2026-01-25,MAT0142,Transporte,146,1,Sunday
2026-01-25,MAT0143,Logística,0,0,Sunday
2026-01-25,MAT0144,Transporte,0,0,Sunday
2026-01-25,MAT0145,Expedição,0,0,Sunday
2026-01-25,MAT0146,Operacional,0,0,Sunday
